Name,Location,Province,Reviews,Rating(out of 5),URL
Dove Hotel Kigali,Kigali,Kigali Province,8,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d12145609-Reviews-Dove_Hotel_Kigali-Kigali_Kigali_Province.html
Keva Guest House,Kigali,Kigali Province,3,3,https://www.tripadvisor.com/Hotel_Review-g293829-d12437039-Reviews-Keva_Guest_House-Kigali_Kigali_Province.html
Beach Garden BnB,Gisenyi,Western Province,2,3,https://www.tripadvisor.com/Hotel_Review-g317074-d12490054-Reviews-Beach_Garden_BnB-Gisenyi_Western_Province.html
Faraja Hotel,Ruhengeri,Northern Province,3,3,https://www.tripadvisor.com/Hotel_Review-g317075-d8600942-Reviews-Faraja_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
Gorillas Volcanoes Hotel,Ruhengeri,Northern Province,5,2.5,https://www.tripadvisor.com/Hotel_Review-g317075-d7813431-Reviews-Gorillas_Volcanoes_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
La Voisina Motel,Ruhengeri,Northern Province,2,2,https://www.tripadvisor.com/Hotel_Review-g317075-d7676850-Reviews-La_Voisina_Motel-Ruhengeri_Musanze_District_Northern_Province.html
Dv Apartment Hotel,Kigali,Kigali Province,1,1,https://www.tripadvisor.com/Hotel_Review-g293829-d8010469-Reviews-Dv_Apartment_Hotel-Kigali_Kigali_Province.html
Nyagatare Diplomat Hotel,Nyagatare,Eastern Province,2,2.5,https://www.tripadvisor.com/Hotel_Review-g6387380-d12545580-Reviews-Nyagatare_Diplomat_Hotel-Nyagatare_Eastern_Province.html
Greenpage Garden Suites,Kigali,Kigali Province,5,2.5,https://www.tripadvisor.com/Hotel_Review-g293829-d15756322-Reviews-Greenpage_Garden_Suites-Kigali_Kigali_Province.html
Zenith Hotel,Kigali,Kigali Province,1,1,https://www.tripadvisor.com/Hotel_Review-g293829-d11776160-Reviews-Zenith_Hotel-Kigali_Kigali_Province.html
Kigali Diplomat Hotel,Kigali,Kigali Province,4,2.5,https://www.tripadvisor.com/Hotel_Review-g293829-d8355526-Reviews-Kigali_Diplomat_Hotel-Kigali_Kigali_Province.html
The Mirror Hotel,Kigali,Kigali Province,49,2.5,https://www.tripadvisor.com/Hotel_Review-g293829-d7842620-Reviews-The_Mirror_Hotel-Kigali_Kigali_Province.html
Stipp Hotels,Kigali,Kigali Province,10,2,https://www.tripadvisor.com/Hotel_Review-g293829-d7591172-Reviews-Stipp_Hotels-Kigali_Kigali_Province.html
Greenwich Hotel,Kigali,Kigali Province,6,2,https://www.tripadvisor.com/Hotel_Review-g293829-d2151000-Reviews-Greenwich_Hotel-Kigali_Kigali_Province.html
Green View Hotel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d21121683-Reviews-Green_View_Hotel-Kigali_Kigali_Province.html
Rainbow Aparts,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d20346778-Reviews-Rainbow_Aparts-Kigali_Kigali_Province.html
Auberge Saint Jean Leopold,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d13005568-Reviews-Auberge_Saint_Jean_Leopold-Kigali_Kigali_Province.html
La Natura Guest House,Ruhengeri,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g317075-d13826909-Reviews-La_Natura_Guest_House-Ruhengeri_Musanze_District_Northern_Province.html
IGITEGO Boutique Hotel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23620348-Reviews-IGITEGO_Boutique_Hotel-Kigali_Kigali_Province.html
The Garden Place Hotel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23301565-Reviews-The_Garden_Place_Hotel-Kigali_Kigali_Province.html
Institute Of Legal Practice and Development,Nyanza,Southern Province,,,https://www.tripadvisor.com/Hotel_Review-g2053546-d23325956-Reviews-Institute_Of_Legal_Practice_and_Development-Nyanza_Southern_Province.html
All Care Guest House,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d19801678-Reviews-All_Care_Guest_House-Kigali_Kigali_Province.html
City View Residence,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23372923-Reviews-City_View_Residence-Kigali_Kigali_Province.html
Puma Garden And Suites,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d21286674-Reviews-Puma_Garden_And_Suites-Kigali_Kigali_Province.html
Ikaze B&B,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d20809484-Reviews-Ikaze_B_B-Kigali_Kigali_Province.html
The Crib Serviced,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d17603559-Reviews-The_Crib_Serviced-Kigali_Kigali_Province.html
Isimbi House,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d14470387-Reviews-Isimbi_House-Kigali_Kigali_Province.html
Volcanoes Residence,Ruhengeri,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g317075-d23323963-Reviews-Volcanoes_Residence-Ruhengeri_Musanze_District_Northern_Province.html
Igitego Hotel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d20159748-Reviews-Igitego_Hotel-Kigali_Kigali_Province.html
Puma Guest House Kigali,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23323982-Reviews-Puma_Guest_House_Kigali-Kigali_Kigali_Province.html
Classic Hotel Limited,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23703293-Reviews-Classic_Hotel_Limited-Kigali_Kigali_Province.html
Vintage Cottage,Muhazi,Eastern Province,,,https://www.tripadvisor.com/Hotel_Review-g23400633-d23390557-Reviews-Vintage_Cottage-Muhazi_Eastern_Province.html
Glory Guest House,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d17790422-Reviews-Glory_Guest_House-Kigali_Kigali_Province.html
Nova Apartment,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d20302264-Reviews-Nova_Apartment-Kigali_Kigali_Province.html
Shami Luxury Apartment,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d18218146-Reviews-Shami_Luxury_Apartment-Kigali_Kigali_Province.html
Airport Hill Guest House,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d20123966-Reviews-Airport_Hill_Guest_House-Kigali_Kigali_Province.html
Sawa Sawa Motel,Gisenyi,Western Province,,,https://www.tripadvisor.com/Hotel_Review-g317074-d17768510-Reviews-Sawa_Sawa_Motel-Gisenyi_Western_Province.html
Heart Land Hotel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d12904672-Reviews-Heart_Land_Hotel-Kigali_Kigali_Province.html
Tea House B&B,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23718151-Reviews-Tea_House_B_B-Kigali_Kigali_Province.html
Cenetra Hotel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d13646430-Reviews-Cenetra_Hotel-Kigali_Kigali_Province.html
Diplomat Apartments,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d16956013-Reviews-Diplomat_Apartments-Kigali_Kigali_Province.html
Romalo Guesthouse,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d14804221-Reviews-Romalo_Guesthouse-Kigali_Kigali_Province.html
Snow Hotel,Ruhengeri,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g317075-d9600818-Reviews-Snow_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
Lexor Apartments,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d15836285-Reviews-Lexor_Apartments-Kigali_Kigali_Province.html
Klala Suites,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d15522038-Reviews-Klala_Suites-Kigali_Kigali_Province.html
Nena House,Rusatira,Southern Province,,,https://www.tripadvisor.com/Hotel_Review-g20063536-d20062705-Reviews-Nena_House-Rusatira_Southern_Province.html
Galaxy Kivu Hotel,Rubavu,Western Province,,,https://www.tripadvisor.com/Hotel_Review-g12620107-d23709281-Reviews-Galaxy_Kivu_Hotel-Rubavu_Western_Province.html
Sweet Stay Guest House,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d17522055-Reviews-Sweet_Stay_Guest_House-Kigali_Kigali_Province.html
Welkom to MyPlace - Kibagabaga,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d19721387-Reviews-Welkom_to_MyPlace_Kibagabaga-Kigali_Kigali_Province.html
Empathy Manor,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d20346206-Reviews-Empathy_Manor-Kigali_Kigali_Province.html
The Pearl Guest House,Ruhengeri,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g317075-d19137348-Reviews-The_Pearl_Guest_House-Ruhengeri_Musanze_District_Northern_Province.html
Zebra Tourim Hotel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d19841803-Reviews-Zebra_Tourim_Hotel-Kigali_Kigali_Province.html
Zebra Tourism Hotel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d17783107-Reviews-Zebra_Tourism_Hotel-Kigali_Kigali_Province.html
Choose Kigali,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d21289158-Reviews-Choose_Kigali-Kigali_Kigali_Province.html
Akagera Neighbors,Kabarondo,Eastern Province,,,https://www.tripadvisor.com/Hotel_Review-g12972180-d20053967-Reviews-Akagera_Neighbors-Kabarondo_Eastern_Province.html
Kigaliview Hotel and Apartments,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d20059282-Reviews-Kigaliview_Hotel_and_Apartments-Kigali_Kigali_Province.html
Joy Guesthouse,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d16719743-Reviews-Joy_Guesthouse-Kigali_Kigali_Province.html
DV Apartment Hotel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23448573-Reviews-DV_Apartment_Hotel-Kigali_Kigali_Province.html
The Memory Makers Hospitality Service,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d17765966-Reviews-The_Memory_Makers_Hospitality_Service-Kigali_Kigali_Province.html
Medi Motel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d12849403-Reviews-Medi_Motel-Kigali_Kigali_Province.html
PCG Apartments - Gishushu,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d14010420-Reviews-PCG_Apartments_Gishushu-Kigali_Kigali_Province.html
Fravan Eco Resort,Ruhengeri,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g317075-d23682929-Reviews-Fravan_Eco_Resort-Ruhengeri_Musanze_District_Northern_Province.html
Random Villa Kibagabaga,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23223046-Reviews-Random_Villa_Kibagabaga-Kigali_Kigali_Province.html
Centre Pastoral Notre Dame de Fatima,Musanze,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g12120942-d23284873-Reviews-Centre_Pastoral_Notre_Dame_de_Fatima-Musanze_District_Northern_Province.html
Kivu Lodge,Butare,Southern Province,,,https://www.tripadvisor.com/Hotel_Review-g480231-d12917680-Reviews-Kivu_Lodge-Butare_Southern_Province.html
Rezider Apartment,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d16871706-Reviews-Rezider_Apartment-Kigali_Kigali_Province.html
St Etienne Guest House,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d13983266-Reviews-St_Etienne_Guest_House-Kigali_Kigali_Province.html
Buffalo Mountain Lodge,Kinigi,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g12120944-d15190249-Reviews-Buffalo_Mountain_Lodge-Kinigi_Musanze_District_Northern_Province.html
Angel's Stay,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d20482102-Reviews-Angel_s_Stay-Kigali_Kigali_Province.html
Amaris Hotel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23448564-Reviews-Amaris_Hotel-Kigali_Kigali_Province.html
Parador Boutique Hotel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d21165188-Reviews-Parador_Boutique_Hotel-Kigali_Kigali_Province.html
Akagera Neighbors,Kabarondo,Eastern Province,,,https://www.tripadvisor.com/Hotel_Review-g12972180-d23743448-Reviews-Akagera_Neighbors-Kabarondo_Eastern_Province.html
Musanze Caves Hotel,Ruhengeri,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g317075-d23450817-Reviews-Musanze_Caves_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
B&B Pure Africa Coffeebar,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d20763001-Reviews-B_B_Pure_Africa_Coffeebar-Kigali_Kigali_Province.html
Nyungwe Hotel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23581014-Reviews-Nyungwe_Hotel-Kigali_Kigali_Province.html
Greedy Five,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d19141373-Reviews-Greedy_Five-Kigali_Kigali_Province.html
Serenity Park,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d15195775-Reviews-Serenity_Park-Kigali_Kigali_Province.html
Palast Rock Hotel,Kinazi,Eastern Province,,,https://www.tripadvisor.com/Hotel_Review-g8408979-d21551213-Reviews-Palast_Rock_Hotel-Kinazi_Eastern_Province.html
Upendo Guest House,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d17536969-Reviews-Upendo_Guest_House-Kigali_Kigali_Province.html
Plata Guest House,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d7676751-Reviews-Plata_Guest_House-Kigali_Kigali_Province.html
Inzozi Africa House-kicukiro,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23650091-Reviews-Inzozi_Africa_House_kicukiro-Kigali_Kigali_Province.html
Eastern Country Hotel,Kayonza,Eastern Province,,,https://www.tripadvisor.com/Hotel_Review-g6475304-d8791467-Reviews-Eastern_Country_Hotel-Kayonza_Eastern_Province.html
Random Guest House,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d10718887-Reviews-Random_Guest_House-Kigali_Kigali_Province.html
Great Hotel Kiyovu,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23710347-Reviews-Great_Hotel_Kiyovu-Kigali_Kigali_Province.html
Roots Inn,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d8402421-Reviews-Roots_Inn-Kigali_Kigali_Province.html
Elegant 3 Bedroom Apartmemt-2 @MyPlace,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23439142-Reviews-Elegant_3_Bedroom_Apartmemt_2_MyPlace-Kigali_Kigali_Province.html
Madras Hotel & Apartments,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23548851-Reviews-Madras_Hotel_Apartments-Kigali_Kigali_Province.html
Golf Eden Guesthouse,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d12639176-Reviews-Golf_Eden_Guesthouse-Kigali_Kigali_Province.html
Atlas Residences,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d17790581-Reviews-Atlas_Residences-Kigali_Kigali_Province.html
Ezra Boutique Villa,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d19079569-Reviews-Ezra_Boutique_Villa-Kigali_Kigali_Province.html
Muhabura Mountain Lodge,Gisenyi,Western Province,,,https://www.tripadvisor.com/Hotel_Review-g317074-d23475242-Reviews-Muhabura_Mountain_Lodge-Gisenyi_Western_Province.html
Sabyinyo Silverback Lodge,Kinigi,Northern Province,478,5,https://www.tripadvisor.com/Hotel_Review-g12120944-d951038-Reviews-Sabyinyo_Silverback_Lodge-Kinigi_Musanze_District_Northern_Province.html
Virunga Lodge,Sunzu,Northern Province,447,4.5,https://www.tripadvisor.com/Hotel_Review-g13281204-d661903-Reviews-Virunga_Lodge-Sunzu_Kinoni_Northern_Province.html
Ruzizi Tented Lodge,Akagera,Eastern Province,234,5,https://www.tripadvisor.com/Hotel_Review-g3871726-d3871734-Reviews-Ruzizi_Tented_Lodge-Akagera_National_Park_Eastern_Province.html
Wilderness Safaris Bisate Lodge,Ruhengeri,Northern Province,82,5,https://www.tripadvisor.com/Hotel_Review-g317075-d12617523-Reviews-Wilderness_Safaris_Bisate_Lodge-Ruhengeri_Musanze_District_Northern_Province.html
La Locanda,Ruhengeri,Northern Province,97,5,https://www.tripadvisor.com/Hotel_Review-g317075-d9808539-Reviews-La_Locanda-Ruhengeri_Musanze_District_Northern_Province.html
Kitabi EcoCenter,Gikongoro,Southern Province,61,5,https://www.tripadvisor.com/Hotel_Review-g2284151-d12991503-Reviews-Kitabi_EcoCenter-Gikongoro_Southern_Province.html
Emeraude Kivu Resort,Cyangugu,Western Province,113,4.5,https://www.tripadvisor.com/Hotel_Review-g2053545-d4378168-Reviews-Emeraude_Kivu_Resort-Cyangugu_Western_Province.html
Gorilla Solution Lodge,Ruhengeri,Northern Province,46,5,https://www.tripadvisor.com/Hotel_Review-g317075-d12378392-Reviews-Gorilla_Solution_Lodge-Ruhengeri_Musanze_District_Northern_Province.html
Singita Kwitonda Lodge,Kinigi,Northern Province,27,5,https://www.tripadvisor.com/Hotel_Review-g12120944-d17990514-Reviews-Singita_Kwitonda_Lodge-Kinigi_Musanze_District_Northern_Province.html
Wilderness Safaris Magashi Camp,Akagera,Eastern Province,27,5,https://www.tripadvisor.com/Hotel_Review-g3871726-d17334224-Reviews-Wilderness_Safaris_Magashi_Camp-Akagera_National_Park_Eastern_Province.html
The Garden House,Ruhengeri,Northern Province,52,5,https://www.tripadvisor.com/Hotel_Review-g317075-d6017674-Reviews-The_Garden_House-Ruhengeri_Musanze_District_Northern_Province.html
Cormoran Lodge,Kibuye,Western Province,208,4,https://www.tripadvisor.com/Hotel_Review-g673815-d2073267-Reviews-Cormoran_Lodge-Kibuye_Western_Province.html
ViaVia,Kigali,Kigali Province,24,5,https://www.tripadvisor.com/Hotel_Review-g293829-d17561555-Reviews-ViaVia-Kigali_Kigali_Province.html
The Peakspot - Kinigi,Kinigi,Northern Province,40,4.5,https://www.tripadvisor.com/Hotel_Review-g12120944-d7653741-Reviews-The_Peakspot_Kinigi-Kinigi_Musanze_District_Northern_Province.html
Mijo Hostel,Kigali,Kigali Province,42,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d12217218-Reviews-Mijo_Hostel-Kigali_Kigali_Province.html
Martin Aviator Hotel,Kigali,Kigali Province,18,5,https://www.tripadvisor.com/Hotel_Review-g293829-d21333143-Reviews-Martin_Aviator_Hotel-Kigali_Kigali_Province.html
Moriah Hill Resort,Kibuye,Western Province,86,4,https://www.tripadvisor.com/Hotel_Review-g673815-d1699910-Reviews-Moriah_Hill_Resort-Kibuye_Western_Province.html
Mantis Kivu Marina Bay Hotel,Kamembe,Western Province,15,5,https://www.tripadvisor.com/Hotel_Review-g12590895-d21294498-Reviews-Mantis_Kivu_Marina_Bay_Hotel-Kamembe_Western_Province.html
LaBella Resort,Gisenyi,Western Province,38,5,https://www.tripadvisor.com/Hotel_Review-g317074-d2626826-Reviews-LaBella_Resort-Gisenyi_Western_Province.html
The Garden Place Hotel,Ruhengeri,Northern Province,53,4.5,https://www.tripadvisor.com/Hotel_Review-g317075-d8083647-Reviews-The_Garden_Place_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
Akagera Rhino Lodge,Akagera,Eastern Province,31,4.5,https://www.tripadvisor.com/Hotel_Review-g3871726-d17624687-Reviews-Akagera_Rhino_Lodge-Akagera_National_Park_Eastern_Province.html
High Ground Villa,Kigali,Kigali Province,74,5,https://www.tripadvisor.com/Hotel_Review-g293829-d12874480-Reviews-High_Ground_Villa-Kigali_Kigali_Province.html
Le Bambou Gorilla Lodge,Kinigi,Northern Province,352,4.5,https://www.tripadvisor.com/Hotel_Review-g12120944-d1958768-Reviews-Le_Bambou_Gorilla_Lodge-Kinigi_Musanze_District_Northern_Province.html
Mountain Gorilla View Lodge,Kinigi,Northern Province,776,4,https://www.tripadvisor.com/Hotel_Review-g12120944-d1484961-Reviews-Mountain_Gorilla_View_Lodge-Kinigi_Musanze_District_Northern_Province.html
Tea House Kigali,Kigali,Kigali Province,63,5,https://www.tripadvisor.com/Hotel_Review-g293829-d10356903-Reviews-Tea_House_Kigali-Kigali_Kigali_Province.html
Villa Gorilla,Kinigi,Northern Province,137,4.5,https://www.tripadvisor.com/Hotel_Review-g12120944-d5989020-Reviews-Villa_Gorilla-Kinigi_Musanze_District_Northern_Province.html
Discover Rwanda Gisenyi Beach,Gisenyi,Western Province,155,4,https://www.tripadvisor.com/Hotel_Review-g317074-d7138266-Reviews-Discover_Rwanda_Gisenyi_Beach-Gisenyi_Western_Province.html
Home Saint Jean,Kibuye,Western Province,130,4,https://www.tripadvisor.com/Hotel_Review-g673815-d2707211-Reviews-Home_Saint_Jean-Kibuye_Western_Province.html
Amakoro Songa Lodge,Kigali,Kigali Province,34,5,https://www.tripadvisor.com/Hotel_Review-g293829-d12693880-Reviews-Amakoro_Songa_Lodge-Kigali_Kigali_Province.html
Murugo Rwanda Hostel,Kigali,Kigali Province,50,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d6949759-Reviews-Murugo_Rwanda_Hostel-Kigali_Kigali_Province.html
Discover Rwanda Kayonza Eco-Lodge,Kayonza,Eastern Province,31,4.5,https://www.tripadvisor.com/Hotel_Review-g6475304-d6412227-Reviews-Discover_Rwanda_Kayonza_Eco_Lodge-Kayonza_Eastern_Province.html
Karenge Bush Camp,Akagera,Eastern Province,15,5,https://www.tripadvisor.com/Hotel_Review-g3871726-d13551967-Reviews-Karenge_Bush_Camp-Akagera_National_Park_Eastern_Province.html
Hotel Muhabura,Ruhengeri,Northern Province,162,3.5,https://www.tripadvisor.com/Hotel_Review-g317075-d1176796-Reviews-Hotel_Muhabura-Ruhengeri_Musanze_District_Northern_Province.html
Gisakura Guest House,Gisakura,Western Province,112,3.5,https://www.tripadvisor.com/Hotel_Review-g3505199-d1482857-Reviews-Gisakura_Guest_House-Gisakura_Western_Province.html
Kivu Lodge,Kibuye,Western Province,16,4.5,https://www.tripadvisor.com/Hotel_Review-g673815-d10817886-Reviews-Kivu_Lodge-Kibuye_Western_Province.html
Jangwe Lodge,Muhanga,Southern Province,19,4.5,https://www.tripadvisor.com/Hotel_Review-g2720361-d3637568-Reviews-Jangwe_Lodge-Muhanga_Southern_Province.html
Solace Guest House,Kigali,Kigali Province,22,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d2705032-Reviews-Solace_Guest_House-Kigali_Kigali_Province.html
La Palme Hotel,Ruhengeri,Northern Province,70,3.5,https://www.tripadvisor.com/Hotel_Review-g317075-d1553464-Reviews-La_Palme_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
Batik Maison d'Hote,Kigali,Kigali Province,8,5,https://www.tripadvisor.com/Hotel_Review-g293829-d18850190-Reviews-Batik_Maison_d_Hote-Kigali_Kigali_Province.html
Amarembo Gorilla Village,Musanze,Northern Province,7,5,https://www.tripadvisor.com/Hotel_Review-g12120942-d20215740-Reviews-Amarembo_Gorilla_Village-Musanze_District_Northern_Province.html
Home Inn,Ruhengeri,Northern Province,35,4,https://www.tripadvisor.com/Hotel_Review-g317075-d2035378-Reviews-Home_Inn-Ruhengeri_Musanze_District_Northern_Province.html
Kinigi Guesthouse,Kinigi,Northern Province,120,3.5,https://www.tripadvisor.com/Hotel_Review-g12120944-d1176723-Reviews-Kinigi_Guesthouse-Kinigi_Musanze_District_Northern_Province.html
Hotel Dian Fossey,Gisenyi,Western Province,17,4.5,https://www.tripadvisor.com/Hotel_Review-g317074-d4053440-Reviews-Hotel_Dian_Fossey-Gisenyi_Western_Province.html
Dereva Hotel,Rwamagana,Eastern Province,15,4,https://www.tripadvisor.com/Hotel_Review-g8593225-d8588483-Reviews-Dereva_Hotel-Rwamagana_Eastern_Province.html
Gorilla's Nest / Jack Hanna Cottage,Kinigi,Northern Province,58,3.5,https://www.tripadvisor.com/Hotel_Review-g12120944-d619640-Reviews-Gorilla_s_Nest_Jack_Hanna_Cottage-Kinigi_Musanze_District_Northern_Province.html
Centre d'Acceuil Mater Boni Consilii,Butare,Southern Province,36,3.5,https://www.tripadvisor.com/Hotel_Review-g480231-d2358081-Reviews-Centre_d_Acceuil_Mater_Boni_Consilii-Butare_Southern_Province.html
Scheba Hotel,Kigali,Kigali Province,47,4,https://www.tripadvisor.com/Hotel_Review-g293829-d12937557-Reviews-Scheba_Hotel-Kigali_Kigali_Province.html
B.Maurice Guest House,Kigali,Kigali Province,21,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d15709395-Reviews-B_Maurice_Guest_House-Kigali_Kigali_Province.html
Bugesera Lodge,Kanzenze,Eastern Province,14,5,https://www.tripadvisor.com/Hotel_Review-g12875478-d12119436-Reviews-Bugesera_Lodge-Kanzenze_Eastern_Province.html
Hill View Hotel & Aparts,Kigali,Kigali Province,44,4,https://www.tripadvisor.com/Hotel_Review-g293829-d6676725-Reviews-Hill_View_Hotel_Aparts-Kigali_Kigali_Province.html
East Africa Amazon Guest House,Musanze,Northern Province,14,4.5,https://www.tripadvisor.com/Hotel_Review-g12120942-d15081758-Reviews-East_Africa_Amazon_Guest_House-Musanze_District_Northern_Province.html
Accord Hotel,Kigali,Kigali Province,29,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d6707614-Reviews-Accord_Hotel-Kigali_Kigali_Province.html
Flame Tree Village,Kigali,Kigali Province,71,4,https://www.tripadvisor.com/Hotel_Review-g293829-d3171785-Reviews-Flame_Tree_Village-Kigali_Kigali_Province.html
Hotel Beausejour,Kigali,Kigali Province,87,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d1948631-Reviews-Hotel_Beausejour-Kigali_Kigali_Province.html
Orient Park Hotel,Kigali,Kigali Province,11,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d12260021-Reviews-Orient_Park_Hotel-Kigali_Kigali_Province.html
Cleo Lake Kivu Hotel,Kibuye,Western Province,11,4.5,https://www.tripadvisor.com/Hotel_Review-g673815-d23660311-Reviews-Cleo_Lake_Kivu_Hotel-Kibuye_Western_Province.html
Montana Vista Hotel,Ruhengeri,Northern Province,11,5,https://www.tripadvisor.com/Hotel_Review-g317075-d8110816-Reviews-Montana_Vista_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
The Hut,Kigali,Kigali Province,8,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d11774282-Reviews-The_Hut-Kigali_Kigali_Province.html
Inside Afrika Boutique Hotel,Kigali,Kigali Province,75,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d2269867-Reviews-Inside_Afrika_Boutique_Hotel-Kigali_Kigali_Province.html
Macheo Ecolodge Camping,Kibuye,Western Province,11,4.5,https://www.tripadvisor.com/Hotel_Review-g673815-d12188099-Reviews-Macheo_Ecolodge_Camping-Kibuye_Western_Province.html
